Depth_m,RockType,Formation,NaturalGamma_API,SP_mV,SPResistance_Ohm,FluidResistivity_Ohm,Temperature_DegC,Res8_Ohm-m,Res16_Ohm-m,Res32_Ohm-m,Res64_Ohm-m,NearDensity_gcc,FarDensity_gcc,MS_mCGS
113.4,MIF,Sokoman,0,579.375,2237.37,127.002,2.63965,734.66,548.251,1340.75,3845.16,3.79011,3.64954,50.1638
113.6,MIF,Sokoman,0,548.25,2282.22,126.972,2.64844,400.629,761.209,1537.62,3057.26,3.74136,3.65869,53.8696
113.8,MIF,Sokoman,0,522.625,1671.08,126.941,2.63281,440.199,1053.83,1524.04,3645.73,3.68785,3.56151,56.0363
114,MIF,Sokoman,9.5556,530.5,1017.1,126.911,2.63281,525.675,957.537,1400.81,4043.27,3.61541,3.45064,54.1697
114.2,MIF,Sokoman,0,546.625,889.189,126.814,2.67188,467.65,764.673,1497.9,3197.33,3.89099,3.70182,49.4833
114.4,MIF,Sokoman,0,545.875,978,126.731,2.6377,479.126,950.8,1568.07,3622.89,3.42893,3.45387,53.7984
114.6,MIF,Sokoman,12.2157,536.625,1022.12,126.739,2.64746,582.794,1082.93,1398.17,3784.35,3.58547,3.5232,40.3702
114.8,MIF,Sokoman,6.46691,531.625,990.021,126.694,2.64258,494.198,721.269,1479.36,3429.89,3.27348,3.36664,48.503
115,MIF,Sokoman,0,545,1075.86,126.588,2.65332,402.421,799.693,1433.17,3415.11,3.27861,3.39334,34.5881
115.2,MIF,Sokoman,0,544.75,981.885,126.408,2.64648,450.181,940.121,1363.29,2772.68,3.45679,3.41618,28.6858
115.4,MIF,Sokoman,5.29244,523.875,698.055,126.371,2.64941,462.703,850.152,1424.82,2058.14,3.57247,3.49026,29.3705
115.6,MIF,Sokoman,52.7787,517.375,707.659,126.31,2.63867,440.161,853.834,1296.95,2256.77,3.64265,3.57231,28.9228
115.8,MIF,Sokoman,9.09474,520,584.848,126.28,2.62598,376.072,667.454,1239.22,2885.11,3.52584,3.53793,28.9459
116,MIF,Sokoman,7.16688,527.875,361.291,126.175,2.6377,285.64,560.723,1260.7,3064.12,3.4764,3.39387,23.9447
116.2,MIF,Sokoman,6.84524,535,332.562,126.085,2.65527,295.892,601.455,1301.99,2924.76,3.37474,3.44015,28.3867
116.4,MIF,Sokoman,0,538.375,257.942,125.972,2.66602,331.509,672.607,1363.41,2993.42,3.32595,3.30508,30.1449
116.6,MIF,Sokoman,0,545,182.072,125.927,2.64648,351.67,733.958,1340.86,3060.97,3.23114,3.32395,27.5155
116.8,MIF,Sokoman,46.1862,547.25,166.976,125.807,2.66406,377.945,691.133,1331.85,3080.34,3.28979,3.32329,29.825
117,MIF,Sokoman,0,551.75,277.307,125.845,2.66895,359.3,698.104,1352.88,3179.98,3.39111,3.37042,35.0532
117.2,MIF,Sokoman,23.0474,562.125,509.752,125.807,2.64355,363.682,737.751,1362.89,3161.41,3.33047,3.31115,32.9383
117.4,MIF,Sokoman,0,572.5,597.76,125.634,2.68945,390.131,746.561,1383.51,2789.85,3.38743,3.39467,30.7441
117.6,MIF,Sokoman,3.08834,555.125,474.084,125.499,2.69531,373.151,750.156,1395.82,2377.39,3.40838,3.56006,24.7615
117.8,MIF,Sokoman,0,511.75,477.148,125.326,2.66602,394.668,735.877,1342.59,2526.25,3.63614,3.45483,40.2318
118,MIF,Sokoman,0,516.875,658.545,125.138,2.64453,376.05,653.306,1264.08,3446.31,3.5281,3.44407,49.478
118.2,MIF,Sokoman,0,560.25,826.01,125.048,2.64648,339.028,618.151,1293.96,3255.98,3.76234,3.70406,47.0508
118.4,MIF,Sokoman,0,576.875,848.11,124.755,2.6709,341.373,650.444,1460.24,2414.01,3.69218,3.61125,56.6198
118.6,MIF,Sokoman,10.0399,571.75,806.091,124.688,2.64648,397.581,819.108,1429.81,2912.21,3.69708,3.53787,51.9442
118.8,MIF,Sokoman,0,578,827.125,124.552,2.67871,474.321,774.972,1362.64,3174.26,3.82262,3.63158,42.5339
119,MIF,Sokoman,0,578.375,927.634,124.342,2.69629,386.263,618.082,1500.45,2971.34,3.6079,3.53258,46.2675
119.2,MIF,Sokoman,0,564.75,965.943,124.147,2.6748,716.202,834.772,1488.59,2816.84,3.4731,3.36206,14.1626
119.4,MIF,Sokoman,0,593.125,946.7,123.764,2.66797,1260.61,979.345,1424.75,2734.88,3.47899,3.42206,23.3692
119.6,MIF,Sokoman,16.8495,621,1350.38,123.538,2.66797,1133.64,924.075,1365.55,2225.18,3.54357,3.55156,43.066
119.8,MIF,Sokoman,0,611.25,1979.74,123.238,2.67578,715.82,774.118,1309.54,1985.48,3.6468,3.60521,44.5208
120,MHIF,Sokoman,0,603.375,1928.34,123.238,2.66211,478.316,688.487,1233.49,2273.15,3.67061,3.57979,49.9516
120.2,MHIF,Sokoman,8.61817,587.5,1517.13,123.523,2.66699,401.875,550.016,1195.56,2542.93,3.40534,3.35432,52.2968
120.4,MHIF,Sokoman,9.77251,554.75,1078.53,123.253,2.69434,252.098,469.357,1247.81,2872.63,3.68363,3.55208,44.5558
120.6,MHIF,Sokoman,0,519.75,677.241,123.245,2.6543,231.741,573.024,1331.03,3198.74,3.59068,3.59516,43.9247
120.8,MHIF,Sokoman,0,503.75,-999,123.058,2.66699,335.209,651.169,1433.35,3632.99,3.61614,3.48919,48.536
121,MHIF,Sokoman,9.15847,519.5,-999,122.832,2.66895,464.019,729.202,1547.4,2997.97,3.74214,3.48295,48.6039
121.2,MHIF,Sokoman,0,555.75,-999,122.712,2.66992,720.47,871.253,1717.85,2022.42,3.01849,3.07802,45.3107
121.4,MHIF,Sokoman,0,596.5,337.41,122.411,2.63867,1279.88,1222.52,1599.05,2504.8,3.12221,3.20592,11.2937
121.6,MHIF,Sokoman,0,620.125,697.578,122.434,2.6709,2153.08,1551.99,1330.08,3022.68,3.26033,3.40015,10.2185
121.8,MHIF,Sokoman,0,602.25,1162.27,122.284,2.65332,2266.2,1619.26,1425.02,3127.17,3.7983,3.46754,11.665
122,MHIF,Sokoman,11.7439,558,1759.61,122.096,2.66406,1876.91,1584.41,1563.79,3147.97,3.71426,3.60724,11.8461
122.2,MHIF,Sokoman,0,556.375,1945.16,122.051,2.65039,1560.99,1462.82,1622.26,3098.92,3.87065,3.54999,1.58733
122.4,HMIF,Sokoman,0,579.625,1747.11,121.908,2.68457,1284.12,1423.37,1665.67,3078.91,3.87293,3.81259,5.06953
122.6,HMIF,Sokoman,0,576.875,1480.41,121.66,2.65234,1222.06,1457.65,1664.92,2592.42,3.9448,3.69552,4.42028
122.8,HMIF,Sokoman,0,579.125,1247.28,121.367,2.69043,1189.76,1403.18,1643.1,2208.34,3.67897,3.70862,2.88627
123,HMIF,Sokoman,0,581.875,1142.14,121.127,2.67969,1150.41,1286.55,1497.96,2635.42,3.84278,3.58593,6.49297
123.2,HMIF,Sokoman,0,576.875,1169.97,121.187,2.69922,1130.42,1068.92,1376.29,3057.54,3.66899,3.66589,6.95026
123.4,HMIF,Sokoman,0,582.625,1205.64,120.796,2.69336,1036.65,960.239,1452.59,3045.31,3.64353,3.49042,7.41451
123.6,HMIF,Sokoman,0,589.125,1249.19,120.826,2.69043,1138.64,1066.02,1483.67,3019.92,3.56925,3.536,11.0765
123.8,HMIF,Sokoman,0,591.25,1274.5,120.526,2.69336,1129.72,1022.99,1419.72,4300.59,4.04568,3.73546,13.1581
124,HMIF,Sokoman,13.3484,582,1341.04,120.608,2.68457,769.563,880.419,1375.77,4682.29,3.76915,3.71894,38.7824
124.2,HMIF,Sokoman,0,560.5,1339.58,119.85,2.66211,533.99,800.92,1629.76,3207.77,3.97468,3.78199,32.148
124.4,HMIF,Sokoman,0,537.625,1007.29,119.399,2.68262,511.974,1118.07,1727.36,2977.01,3.82226,3.65309,57.364
124.6,HMIF,Sokoman,0,524.25,538.737,119.144,2.70117,614.731,1211.98,1434.25,3158.23,3.89918,3.57411,53.7344
124.8,MHIF,Sokoman,0,531,212.096,119.174,2.70996,558.46,812.518,1389.76,3076.71,3.85452,3.79418,50.6057
125,MHIF,Sokoman,0,539.75,227.178,118.302,2.68457,442.412,786.856,1434.34,3646.79,3.82195,3.7102,52.8318
125.2,MHIF,Sokoman,9.04856,534.5,395.568,118.655,2.69434,449.017,841.057,1428.95,3730.35,3.58702,3.46257,48.5099
125.4,MHIF,Sokoman,0,511.125,382.831,117.904,2.6748,481.649,791.418,1521.69,3053.21,3.57467,3.59316,43.3459
125.6,MHIF,Sokoman,0,483.875,288.576,118.032,2.70313,548.779,921.655,1518.99,2854.57,3.56467,3.42184,25.5514
125.8,MHIF,Sokoman,0,489.25,377.613,117.716,2.6748,596.189,953.472,1375.03,2639.93,3.53085,3.5652,50.2126
126,MHIF,Sokoman,0,495.125,632.168,116.687,2.68359,515.902,794.311,1339.49,1936.05,3.6741,3.65527,43.0974
126.2,MHIF,Sokoman,4.69661,514.25,637.198,117.491,2.67285,442.864,755.783,1309.04,2064.79,3.64172,3.48647,51.6471
126.4,MHIF,Sokoman,0,548.25,370.763,117.295,2.70996,394.194,708.101,1184.1,2801.94,3.44023,3.50417,41.3414
126.6,MHIF,Sokoman,0,571.875,172.811,117.318,2.67871,362.02,562.653,1261.06,3073.07,3.52822,3.43606,45.5394
126.8,MHIF,Sokoman,0,592.75,225.314,116.679,2.67871,387.431,693.699,1427.31,3011.74,3.44207,3.37327,43.3599
127,MHIF,Sokoman,0,599,318.216,116.431,2.68945,523.812,888.419,1433.73,2885.87,3.50596,3.41933,42.59
127.2,MHIF,Sokoman,0,601.875,321.708,115.853,2.68945,649.888,880.336,1385.82,2837.64,3.66111,3.39712,37.7479
127.4,MHIF,Sokoman,0,602.5,471.974,115.62,2.67871,628.166,849.673,1385.22,2750.89,3.48674,3.26745,42.4762
127.6,MHIF,Sokoman,16.9766,599.125,708.484,115.545,2.65723,598.538,825.882,1390.04,2502.24,3.31848,3.49562,28.3336
127.8,MHIF,Sokoman,0,618.5,679.987,116.138,2.66992,673.035,828.535,1378.64,2422.85,3.94127,3.7176,15.6759
128,MHIF,Sokoman,0,637.875,676.672,115.755,2.66992,704.292,838.86,1341.49,2572.65,3.6707,3.55326,38.094
128.2,MHIF,Sokoman,0,639.75,877.806,114.178,2.69141,666.729,785.132,1294.68,2641.7,3.74881,3.4541,30.4666
128.4,MHIF,Sokoman,0,651,811.578,113.276,2.69336,603.98,700.954,1310.11,2530.27,3.58513,3.59643,27.2587
128.6,MHIF,Sokoman,0,664.625,798.69,112.968,2.73145,468.881,699.099,1318.15,2217.9,3.71478,3.40966,39.8615
128.8,MHIF,Sokoman,0,656.125,816.298,113.066,2.68359,403.288,703.613,1313.7,2377.39,3.56529,3.52514,42.4324
129,MHIF,Sokoman,0,628.875,482.895,112.841,2.68164,448.021,661.829,1264.7,3111.67,3.48395,3.54447,39.7651
129.2,MHIF,Sokoman,0,629.125,283.738,111.992,2.70898,488.791,590.516,1271.5,3273.32,3.49633,3.56237,19.4857
129.4,MHIF,Sokoman,0,646.875,424.961,112.172,2.70508,487.263,621.387,1423.38,2669.2,4.08907,3.7644,27.9636
129.6,MHIF,Sokoman,0,655.75,741.384,112.224,2.69043,479.38,808.028,1433.36,2710.88,3.71252,3.75284,49.9255
129.8,MHIF,Sokoman,0,667.125,850.073,112.397,2.69141,461.878,837.22,1291.12,3502.5,4.24977,3.80098,56.2735
130,MHIF,Sokoman,0,673.25,549.891,112.442,2.75098,421.55,661.396,1317.86,3660.99,3.72699,3.52103,52.4411
130.2,MHIF,Sokoman,0,667.625,384.09,112.54,2.72559,357.544,665.206,1452.71,3199.18,3.89149,3.70422,24.831
130.4,MHIF,Sokoman,0,648.75,323.563,111.473,2.68945,386.959,829.561,1481.64,2886.89,3.62588,3.89045,12.1008
130.6,MHIF,Sokoman,8.42797,629.25,262.619,111.578,2.73047,458.208,869.306,1432.05,2564.76,3.79187,3.63367,23.3958
130.8,MHIF,Sokoman,0,640,349.885,111.496,2.68262,451.69,806.656,1352.57,2223.6,3.50546,3.44347,10.942
131,MHIF,Sokoman,2.75691,664.75,368.018,109.896,2.71484,425.462,714.031,1283.49,2089.91,3.47682,3.45743,16.3195
131.2,MHIF,Sokoman,0,675.125,361.884,108.168,2.68164,387.655,629.413,1216.77,2381.29,3.38578,3.33286,39.3107
131.4,MHIF,Sokoman,0,668.375,499.862,107.634,2.69531,358.604,568,1158.04,2623.3,3.4671,3.52415,32.5767
131.6,MHIF,Sokoman,0,656.5,452.027,106.823,2.74805,306.65,516.209,1225.29,2459.65,4.00924,3.83025,34.2146
131.8,MHIF,Sokoman,0,659.75,316.688,107.296,2.71777,304.831,582.168,1293.82,2477.82,3.75514,3.56786,44.5402
132,MHIF,Sokoman,0,676.875,388.581,107.191,2.72949,373.728,639.739,1286.71,2865.88,3.49421,3.3735,40.4122
132.2,MHIF,Sokoman,0,677.25,339.791,106.71,2.72461,397.974,634.018,1282.38,2835.16,3.47155,3.52695,14.1787
132.4,MHIF,Sokoman,0,651,272.916,105.02,2.72559,407.723,650.32,1343.47,2754.5,3.90292,3.56681,26.096
132.6,MHIF,Sokoman,0,659.5,489.906,103.72,2.72949,403.584,712.832,1349.33,2999.65,3.56434,3.61432,38.5119
132.8,MHIF,Sokoman,4.4628,691.75,599.2,103.788,2.74023,434.593,683.063,1334.43,2978.62,3.56208,3.51939,28.1902
133,MHIF,Sokoman,10.9829,703.125,452.439,103.871,2.73633,487.551,658.151,1397.3,2733.26,3.89104,3.56245,21.7599
133.2,MHIF,Sokoman,0,707.25,469.478,103.57,2.76758,596.838,798.637,1421.05,2780.73,3.37626,3.52569,18.7831
133.4,MHIF,Sokoman,17.2505,717,669.172,102.631,2.76465,687.507,899.598,1374.06,3152.79,3.42236,3.57168,32.0651
133.6,MHIF,Sokoman,0,725.875,770.195,101.144,2.77148,691.015,876.504,1413.17,3152.82,3.88961,3.57799,14.8175
133.8,MHIF,Sokoman,0,721.25,685.402,99.6486,2.74121,744.606,983.181,1564.95,2696.97,3.67569,3.45362,38.1713
134,MHIF,Sokoman,0,717,773.357,98.7921,2.74023,922.43,1223.15,1574.15,2884.33,3.44034,3.35582,26.096
134.2,MHIF,Sokoman,0,719,802.83,98.6419,2.75391,1241.11,1266.29,1433.99,3710.31,3.77968,3.57926,10.9096
134.4,MHIF,Sokoman,0,722.625,768.86,98.0259,2.77148,1256.4,1133.29,1487.33,3512.28,3.81791,3.87164,17.9695
134.6,MHIF,Sokoman,0,722.875,1139.85,96.8915,2.76758,995.624,1172.77,1717.75,2959.37,3.43608,3.36239,37.0641
134.8,MHIF,Sokoman,0,711.375,1297.72,96.1177,2.75195,1092.2,1379.87,1656.33,2829.09,3.29817,3.35019,14.6619
135,MHIF,Sokoman,0,694.375,977.515,95.7646,2.72559,1351.38,1342.72,1478.17,3167.41,3.61558,3.44872,9.65828
135.2,MHIF,Sokoman,0,692.875,962.882,95.9674,2.7959,1219.3,1189.15,1433.72,3360.66,3.55476,3.48068,32.6719
135.4,MHIF,Sokoman,0,709,1314.26,96.0501,2.7373,883.247,1075.55,1518.35,3078.76,3.46989,3.36231,39.8896
135.6,MHIF,Sokoman,0,727.5,1168.61,95.1636,2.73535,735.747,1078.43,1568.44,2990.89,3.4944,3.41727,40.3826
135.8,MHIF,Sokoman,0,738,726.986,95.404,2.74023,771.796,1112.97,1514.41,3119.62,3.46446,3.39944,44.264
136,MHIF,Sokoman,20.248,741.125,612.012,96.1928,2.78418,852.517,1087.04,1501.46,3116.1,3.39697,3.35214,46.0335
136.2,MHIF,Sokoman,0,742.125,654.318,96.1327,2.7627,983.265,1130.12,1507.27,2882.7,3.63631,3.58496,40.479
136.4,MHIF,Sokoman,0,738.5,738.741,96.0801,2.75684,1078.43,1194.42,1522.74,2827.02,3.74421,3.79125,38.928
136.6,MHIF,Sokoman,0,736.5,886.163,96.1027,2.75977,956.068,1088.41,1446.08,2931.1,4.00312,3.62004,47.3403
136.8,MHIF,Sokoman,19.4191,732.5,964.823,95.9975,2.77148,674.736,875.968,1378.5,3219.41,3.57708,3.37107,46.2918
137,MHIF,Sokoman,0,734.5,855.557,96.2304,2.7627,499.428,791.5,1419.86,3119.65,3.52033,3.40078,48.0707
137.2,MHIF,Sokoman,0,746.875,219.004,96.6135,2.77441,554.833,816.498,1509.89,2796.17,3.36531,3.25406,44.8582
137.4,MHIF,Sokoman,0,751.5,-999,96.7638,2.76563,878.378,1029.38,1481.52,2949.56,3.35274,3.34688,17.7179
137.6,MHIF,Sokoman,0,740.875,-999,96.0651,2.75488,1180.13,1136.5,1373.67,3182.76,3.62788,3.53509,21.7421
137.8,MHIF,Sokoman,0,735.75,437.28,95.0885,2.78027,998.063,985.189,1397.69,3095.55,3.91159,3.57423,22.5905
138,MHIF,Sokoman,0,745.125,1070.05,94.1043,2.79102,671.137,924.467,1475.59,2935.02,3.85746,3.58883,17.2804
138.2,MHIF,Sokoman,3.24954,752,912.506,94.495,2.75488,596.677,966.236,1461.24,3090.11,3.70135,3.47106,19.5516
138.4,MHIF,Sokoman,0,748.75,531.737,95.111,2.76758,632.775,939.854,1412.1,3215.56,3.67428,3.47871,20.234
138.6,MHIF,Sokoman,0,735,388.284,95.5843,2.75293,606.996,880.436,1434.16,2925.31,3.32198,3.343,17.7553
138.8,MHIF,Sokoman,0,716.375,449.138,95.7421,2.79395,541.24,887.994,1439.4,2832.65,3.80013,3.54758,25.4556
139,MHIF,Sokoman,3.56913,720.625,453.174,95.9224,2.75586,507.156,873.521,1365.58,3543.61,3.32641,3.40467,47.3472
139.2,MHIF,Sokoman,0,734.625,390.626,95.6895,2.79102,477.118,773.96,1355.16,3597.62,4.11763,3.76918,39.5072
139.4,MHIF,Sokoman,0,736.5,360.69,94.7654,2.75586,432.015,743.961,1526.04,2820.38,3.80783,3.76728,24.9587
139.6,MHIF,Sokoman,0,733.875,277.618,94.1569,2.78027,481.798,964.789,1526.88,3095.73,4.18907,3.8325,27.9741
139.8,MHIF,Sokoman,0,713.75,208.544,93.7137,2.77734,579.094,999.495,1335.12,3342.62,4.25684,3.8303,23.2395
140,MHIF,Sokoman,0,693.25,269.404,93.7062,2.7666,531.343,784.645,1402.52,2886.34,4.03056,3.66727,33.6966
140.2,MHIF,Sokoman,0,703.125,379.619,93.7287,2.80078,467.2,852.582,1471.86,2927.89,3.57479,3.49243,19.2003
140.4,MHIF,Sokoman,0,706.625,347.297,93.9466,2.77734,516.125,905.599,1356.75,3154.34,3.98857,3.61209,19.8509
140.6,MHIF,Sokoman,0,693.875,235.564,94.4649,2.78418,514.819,774.766,1362.08,3097.99,4.39006,3.83234,24.1935
140.8,MHIF,Sokoman,0,701.5,292.249,95.2012,2.79297,456.874,788.403,1436.75,3269.85,3.88939,3.67839,27.016
141,MHIF,Sokoman,0,714.5,389.427,95.1861,2.77246,467.458,868.878,1431.85,3216.54,3.3235,3.32111,58.3462
141.2,MHIF,Sokoman,0,715.5,242.084,94.6152,2.78711,518.735,844.911,1441.08,2895.75,3.86159,3.63128,28.5441
141.4,MHIF,Sokoman,0,709.125,100.085,94.6227,2.76074,566.714,859.172,1413.15,2717.5,3.7893,3.69417,44.5313
141.6,MHIF,Sokoman,0,714.5,356.084,94.5551,2.7832,545.806,879.668,1359.7,2648.12,3.4973,3.5904,57.7616
141.8,MHIF,Sokoman,0,720.5,575.814,94.5025,2.78711,491.113,841.174,1335.48,2816.56,3.59308,3.44786,48.069
142,MIF,Sokoman,0,712.375,391.626,94.2245,2.74414,462.363,784.234,1331.36,2853.85,3.35131,3.35557,52.8057
142.2,MIF,Sokoman,0,721.5,258.604,94.0893,2.79297,437.112,756.849,1372.58,3016.74,3.28212,3.09377,43.3494
142.4,MIF,Sokoman,7.23397,734.625,230.99,94.0292,2.78125,485.602,794.983,1385.08,3083.72,3.0524,3.16565,33.3581
142.6,MIF,Sokoman,0,733.75,249.505,93.9992,2.78223,520.948,815.818,1421.16,2833.52,3.39934,3.29598,16.6035
142.8,MIF,Sokoman,7.07914,729.875,311.55,93.8639,2.7793,568.263,877.479,1427.97,2697.37,3.48269,3.35342,40.0161
143,MIF,Sokoman,0,729.5,387.646,93.7287,2.79102,618.949,901.921,1366.14,2779.56,3.79465,3.64286,38.1589
143.2,MIF,Sokoman,0,738.375,441.683,93.6461,2.78809,556.917,841.002,1335.4,3584.66,3.3908,3.37228,36.3045
143.4,MIF,Sokoman,3.69978,741.375,414.633,93.5559,2.7832,502.761,798.521,1381.18,4013.68,2.91133,2.9892,40.7315
143.6,MIF,Sokoman,8.03767,731.125,364.043,93.4658,2.79199,520.385,830.98,1632.14,3858.76,3.04552,3.01593,24.7367
143.8,MIF,Sokoman,8.12193,725.125,299.737,93.2179,2.78125,938.282,1281.28,1821.86,4155.53,3.15534,3.3158,2.29579
144,MIF,Sokoman,0,720.5,327.319,93.0225,2.75293,1977.39,2288.44,1973.79,4690.56,3.26541,3.18821,1.06845
144.2,MIF,Sokoman,0,720.875,637.783,92.8798,2.75195,3550.63,4409.38,2574.35,4856.4,2.71137,2.77859,4.76112
144.4,MIF,Sokoman,0,730.5,1212.07,92.7446,2.74902,5676.98,7659.43,3974.07,5108.3,2.70581,2.83924,1.14615
144.6,QSIF,Sokoman,0,731.75,1864.48,92.6319,2.79492,7766.62,11557.9,5819.43,6054.43,2.85402,2.95596,0.529544
144.8,QSIF,Sokoman,0,722.375,2631.26,92.2863,2.79297,9749.76,14929.9,7834.18,7958.79,3.13476,3.09981,0.442702
145,QSIF,Sokoman,0,715.875,3358.34,92.1811,2.80762,11197.7,17753.8,9539.34,10746.8,3.17219,3.16216,0.466208
145.2,QSIF,Sokoman,0,713.125,4051.1,91.9933,2.77734,12053,19341.5,10883.7,12880.9,2.93706,2.95344,0.39373
145.4,QSIF,Sokoman,0,703.125,4558.94,91.9107,2.76758,12076.8,19598.4,11450.8,14031,2.82015,2.92105,0.543909
145.6,QSIF,Sokoman,0,686.5,4839.52,91.7679,2.75781,11471.9,18752.9,10900.4,13964.5,2.94985,3.01137,2.17825
145.8,QSIF,Sokoman,0,691.25,4828.18,91.4149,2.76172,10480.6,16827.5,9844.98,12515.9,2.82855,2.95292,6.4514
146,QSIF,Sokoman,0,706.75,4574.31,91.3322,2.76855,9174.65,14771.5,8480.69,10475.3,2.99821,3.02295,6.89628
146.2,QSIF,Sokoman,0,711,4220.54,91.2496,2.75,8058.99,12617.1,6904.79,8575.66,2.85967,3.03466,3.97671
146.4,QSIF,Sokoman,11.5955,713.5,3736.76,91.1369,2.7998,6829.31,10173.9,5398.78,6975.39,3.02086,3.04529,10.3515
146.6,QSIF,Sokoman,0,714.875,3324.96,90.9341,2.7832,5341.58,7692.18,4300.12,5806.44,3.11649,3.02799,23.6463
146.8,QSIF,Sokoman,35.966,717,2927.97,90.9341,2.75293,3963.65,5785.25,3564.34,4487.21,2.97422,3.13808,19.8011
147,QSIF,Sokoman,0,719.75,2361.14,90.596,2.7627,3334.11,4641.58,2960.4,3571.07,3.10392,3.0887,21.5196
147.2,QSIF,Sokoman,0,723.375,1827.83,90.4382,2.77734,3191.62,4040.7,2237.21,3316.9,3.39874,3.48429,19.6049
147.4,QSIF,Sokoman,0,725.25,1588.79,90.4157,2.7832,2633.16,2891.64,1735.75,3091.74,4.16082,3.69592,29.0325
147.6,QSIF,Sokoman,0,725.75,1545.99,90.1828,2.7832,1568.63,1749.76,1543.76,3172.87,3.8632,3.89211,45.8258
147.8,QSIF,Sokoman,0,727.125,1396.76,90.0626,2.76367,866.196,1182.08,1447.15,3185.94,3.80625,3.70331,53.0834
148,QSIF,Sokoman,6.54029,730.125,874.475,89.7471,2.78906,620.52,934.978,1426.04,2901.29,3.74291,3.60419,36.257
148.2,QSIF,Sokoman,0,732.5,467.488,89.7245,2.77246,558.53,868.811,1419,2776.89,3.72044,3.6711,28.1813
148.4,QSIF,Sokoman,0,731.125,344.085,89.5217,2.76563,526.387,861.625,1350.82,2855.2,3.79339,3.59066,37.1679
148.6,MHIF,Sokoman,0,726.875,290.572,89.071,2.76953,516.852,803.004,1328.42,2884.02,3.75783,3.60439,45.9062
148.8,MHIF,Sokoman,0,723.75,256.892,88.2371,2.75391,495.732,789.44,1350.03,3108.96,3.34711,3.37659,49.7322
149,MHIF,Sokoman,0,721.5,250.638,88.2897,2.76367,494.58,804.662,1378.72,3195.47,3.54616,3.48888,40.9137
149.2,MHIF,Sokoman,0,715.875,227.759,87.6436,2.80371,571.816,845.033,1425.77,3089.51,3.68505,3.72799,38.5365
149.4,MHIF,Sokoman,0,716.625,210.916,87.7187,2.78125,662.612,957.543,1449.95,2988.43,3.76594,3.49383,41.5884
149.6,MHIF,Sokoman,0,722.5,287.919,87.5159,2.76758,687.763,1040.61,1444.54,2864.37,3.38872,3.3122,43.6519
149.8,MHIF,Sokoman,0,724.625,345.962,86.682,2.77734,723.637,1028.14,1421.37,2791.99,3.44506,3.43784,28.5123
150,MHIF,Sokoman,0,725.125,322.916,86.3439,2.75293,833.266,1017.83,1385.91,2814.11,3.7984,3.58034,30.7335
150.2,MHIF,Sokoman,4.84572,723.25,357.154,85.9833,2.77344,886.193,1102.92,1398.43,2995.37,3.45526,3.37347,40.7104
150.4,MHIF,Sokoman,0,715.5,490.792,85.2546,2.78223,872.319,1194.83,1458.31,3491.03,3.31047,3.41319,42.9574
150.6,MHIF,Sokoman,0,708,505.423,84.7663,2.78906,1046,1294.31,1504.07,3485.56,3.46974,3.38851,34.2746
150.8,MHIF,Sokoman,0,711.75,460.387,84.0075,2.78809,1286.25,1433.51,1571.71,3178.5,3.66421,3.55972,38.0185
151,MHIF,Sokoman,8.44928,718.875,581.695,83.707,2.77051,1203.48,1460.69,1554.29,2958.72,4.0742,3.82014,38.1377
151.2,MHIF,Sokoman,29.3414,719.875,720.49,82.8581,2.78711,943.75,1271.91,1504.38,2628.6,3.81286,3.73647,44.7935
151.4,MHIF,Sokoman,0,719.75,662.757,82.5651,2.77246,849.668,1154.99,1473.17,2818.46,4.19486,3.64533,41.11
151.6,MHIF,Sokoman,0,718,511.482,82.167,2.74805,937.732,1198.6,1422.58,3132.45,3.52441,3.50428,49.4399
151.8,MHIF,Sokoman,0,708.5,449.12,81.7388,2.77148,1055.28,1277.36,1466.91,3211.89,3.65467,3.55959,17.6857
152,MHIF,Sokoman,0,698.875,477.887,81.3857,2.79102,1261.63,1464.69,1530.54,3122.27,3.71355,3.47793,22.4518
152.2,MHIF,Sokoman,0,706.875,572.727,80.6119,2.77344,1365.31,1614.94,1542.88,3016.05,3.83735,3.80257,22.1708
152.4,MHIF,Sokoman,0,719.125,684.031,79.9658,2.79297,1245.67,1550.95,1523.39,2849.17,3.91328,3.78636,30.8871
152.6,MHIF,Sokoman,10.8025,720.5,716.663,79.7555,2.7793,1072.99,1380.33,1486.01,2882.74,3.37269,3.39733,43.4491
152.8,MHIF,Sokoman,0,713.875,668.068,79.1019,2.77246,942.161,1216.04,1380.87,2929.84,3.50137,3.63343,32.1003
153,MHIF,Sokoman,0,709.375,555.087,78.6136,2.77148,827.721,954.825,1331.75,2882.99,4.16579,3.70062,35.0706
153.2,MHIF,Sokoman,20.8076,713.375,505.474,78.2304,2.7793,590.559,802.559,1332.56,3085.33,3.71069,3.67343,59.5936
153.4,MHIF,Sokoman,0,716.125,510.058,77.8623,2.7627,432.814,762.044,1329.53,3028.65,3.75641,3.63099,50.1029
153.6,MHIF,Sokoman,4.27953,712.5,309.556,77.3665,2.75781,400.682,741.233,1370.98,3013.53,4.28827,3.69581,56.6544
153.8,MHIF,Sokoman,0,701.875,117.934,76.9833,2.76953,407.053,788.746,1364.92,3098.59,4.36665,3.95316,45.4626
154,MHIF,Sokoman,0,691.75,95.2136,76.2997,2.79395,406.63,775.24,1378.17,2954.52,3.56908,3.61074,59.9458
